order_id,product_id,quantity,unit_price_brl,order_timestamp,customer_email,status
ORD202501191000,PROD_I,17,149.98,2025-01-19T19:47:23Z,cliente644@email.com,completed
ORD202501191001,PROD_G,18,102.90,2025-01-19T15:43:01Z,cliente604@email.com,completed
ORD202501191002,PROD_J,6,160.25,2025-01-19T21:42:04Z,cliente775@email.com,completed
ORD202501191003,PROD_F,14,84.89,2025-01-19T17:51:10Z,cliente190@email.com,completed
ORD202501191004,PROD_C,16,46.03,2025-01-19T10:25:11Z,cliente969@email.com,completed
ORD202501191005,PROD_H,2,119.22,2025-01-19T21:54:13Z,cliente497@email.com,completed
ORD202501191006,PROD_G,20,117.96,2025-01-19T07:28:44Z,cliente131@email.com,completed
ORD202501191007,PROD_B,19,30.52,2025-01-19T08:56:15Z,cliente324@email.com,completed
ORD202501191008,PROD_G,2,112.91,2025-01-19T09:00:19Z,cliente165@email.com,completed
ORD202501191009,PROD_J,10,157.12,2025-01-19T08:37:42Z,cliente720@email.com,shipped
ORD202501191010,PROD_B,16,32.04,2025-01-19T19:43:12Z,cliente111@email.com,completed
ORD202501191011,PROD_E,11,80.85,2025-01-19T18:24:02Z,cliente944@email.com,completed
ORD202501191012,PROD_F,5,98.36,2025-01-19T07:07:12Z,cliente363@email.com,completed
ORD202501191013,PROD_F,17,90.80,2025-01-19T17:39:09Z,cliente320@email.com,canceled
ORD202501191014,PROD_D,11,61.89,2025-01-19T22:57:05Z,cliente380@email.com,completed
ORD202501191015,PROD_I,9,130.00,2025-01-19T17:23:06Z,cliente751@email.com,completed
ORD202501191016,PROD_I,1,137.14,2025-01-19T11:59:46Z,cliente440@email.com,completed
ORD202501191017,PROD_B,9,30.27,2025-01-19T14:54:23Z,cliente813@email.com,canceled
ORD202501191018,PROD_B,15,31.35,2025-01-19T12:22:46Z,cliente920@email.com,completed
ORD202501191019,PROD_I,19,151.47,2025-01-19T02:01:06Z,cliente996@email.com,completed
ORD202501191020,PROD_J,4,160.93,2025-01-19T10:24:55Z,cliente552@email.com,completed
ORD202501191021,PROD_D,1,58.67,2025-01-19T21:38:35Z,cliente72@email.com,completed
ORD202501191022,PROD_B,11,33.67,2025-01-19T03:53:11Z,cliente596@email.com,pending
ORD202501191023,PROD_G,19,111.10,2025-01-19T01:15:43Z,cliente245@email.com,completed
ORD202501191024,PROD_C,19,50.09,2025-01-19T01:57:11Z,cliente299@email.com,completed
ORD202501191025,PROD_G,13,110.60,2025-01-19T04:25:05Z,cliente691@email.com,completed
ORD202501191026,PROD_C,4,47.74,2025-01-19T05:11:01Z,cliente165@email.com,completed
ORD202501191027,PROD_I,6,130.52,2025-01-19T09:39:30Z,cliente388@email.com,completed
ORD202501191028,PROD_G,10,107.00,2025-01-19T22:53:28Z,cliente32@email.com,canceled
ORD202501191029,PROD_G,15,111.57,2025-01-19T05:41:10Z,cliente753@email.com,completed
ORD202501191030,PROD_D,8,64.30,2025-01-19T09:44:54Z,cliente235@email.com,completed
ORD202501191031,PROD_C,15,44.21,2025-01-19T18:01:33Z,cliente729@email.com,completed
ORD202501191032,PROD_H,10,134.63,2025-01-19T07:17:24Z,cliente227@email.com,completed
ORD202501191033,PROD_G,12,117.99,2025-01-19T14:39:46Z,cliente385@email.com,completed
ORD202501191034,PROD_D,15,63.67,2025-01-19T20:12:17Z,cliente627@email.com,completed
ORD202501191035,PROD_J,8,151.10,2025-01-19T07:49:38Z,cliente404@email.com,completed
ORD202501191036,PROD_F,3,99.35,2025-01-19T14:24:17Z,cliente450@email.com,completed
ORD202501191037,PROD_F,12,93.58,2025-01-19T17:38:10Z,cliente918@email.com,completed
ORD202501191038,PROD_H,20,116.32,2025-01-19T23:08:13Z,cliente879@email.com,completed
ORD202501191039,PROD_H,17,130.25,2025-01-19T15:46:54Z,cliente232@email.com,canceled
ORD202501191040,PROD_D,12,63.75,2025-01-19T06:39:35Z,cliente302@email.com,completed
ORD202501191041,PROD_E,11,83.95,2025-01-19T02:54:41Z,cliente227@email.com,completed
ORD202501191042,PROD_D,17,60.67,2025-01-19T09:11:36Z,cliente318@email.com,completed
