order_id,product_id,quantity,unit_price_brl,order_timestamp,customer_email,status
ORD202501201000,PROD_D,5,65.93,2025-01-20T07:09:57Z,cliente574@email.com,completed
ORD202501201001,PROD_H,15,122.15,2025-01-20T07:51:05Z,cliente346@email.com,completed
ORD202501201002,PROD_B,17,30.29,2025-01-20T19:54:30Z,cliente876@email.com,completed
ORD202501201003,PROD_G,20,102.50,2025-01-20T07:18:28Z,cliente734@email.com,completed
ORD202501201004,PROD_F,13,96.17,2025-01-20T13:55:49Z,cliente395@email.com,completed
ORD202501201005,PROD_I,13,149.78,2025-01-20T22:55:48Z,cliente272@email.com,completed
ORD202501201006,PROD_G,8,108.57,2025-01-20T20:35:24Z,cliente239@email.com,completed
ORD202501201007,PROD_C,14,47.26,2025-01-20T10:55:02Z,cliente819@email.com,completed
ORD202501201008,PROD_A,18,15.99,2025-01-20T15:51:32Z,cliente261@email.com,completed
ORD202501201009,PROD_I,4,132.82,2025-01-20T17:04:09Z,cliente27@email.com,completed
ORD202501201010,PROD_D,1,63.57,2025-01-20T15:17:00Z,cliente635@email.com,completed
ORD202501201011,PROD_G,7,113.67,2025-01-20T17:56:51Z,cliente833@email.com,canceled
ORD202501201012,PROD_B,13,32.48,2025-01-20T14:03:14Z,cliente1@email.com,completed
ORD202501201013,PROD_G,6,108.11,2025-01-20T09:47:33Z,cliente625@email.com,completed
ORD202501201014,PROD_I,14,146.75,2025-01-20T09:23:38Z,cliente817@email.com,completed
ORD202501201015,PROD_J,12,154.06,2025-01-20T04:22:51Z,cliente859@email.com,completed
ORD202501201016,PROD_A,5,15.47,2025-01-20T18:14:29Z,cliente905@email.com,completed
ORD202501201017,PROD_H,12,119.26,2025-01-20T05:55:51Z,cliente825@email.com,completed
ORD202501201018,PROD_G,13,103.73,2025-01-20T11:33:30Z,cliente834@email.com,completed
ORD202501201019,PROD_A,16,14.20,2025-01-20T19:36:28Z,cliente249@email.com,completed
ORD202501201020,PROD_F,4,100.26,2025-01-20T11:48:11Z,cliente355@email.com,completed
ORD202501201021,PROD_F,20,97.51,2025-01-20T11:11:54Z,cliente556@email.com,canceled
ORD202501201022,PROD_J,11,156.42,2025-01-20T02:25:08Z,cliente419@email.com,canceled
ORD202501201023,PROD_E,5,75.62,2025-01-20T02:44:20Z,cliente828@email.com,canceled
ORD202501201024,PROD_F,4,97.91,2025-01-20T19:50:45Z,cliente33@email.com,completed
ORD202501201025,PROD_G,8,101.59,2025-01-20T20:50:38Z,cliente412@email.com,completed
ORD202501201026,PROD_F,10,91.95,2025-01-20T03:01:18Z,cliente265@email.com,completed
ORD202501201027,PROD_B,6,33.37,2025-01-20T05:36:38Z,cliente101@email.com,completed
ORD202501201028,PROD_C,13,49.92,2025-01-20T05:15:27Z,cliente316@email.com,completed
ORD202501201029,PROD_C,1,45.10,2025-01-20T22:52:23Z,cliente377@email.com,completed
ORD202501201030,PROD_B,12,28.28,2025-01-20T14:21:13Z,cliente303@email.com,completed
ORD202501201031,PROD_A,2,14.04,2025-01-20T12:21:31Z,cliente977@email.com,canceled
ORD202501201032,PROD_F,4,88.00,2025-01-20T17:46:49Z,cliente295@email.com,pending
ORD202501201033,PROD_H,5,115.18,2025-01-20T19:59:56Z,cliente880@email.com,completed
ORD202501201034,PROD_F,16,99.96,2025-01-20T00:29:06Z,cliente696@email.com,completed
ORD202501201035,PROD_A,4,15.24,2025-01-20T16:07:08Z,cliente170@email.com,completed
ORD202501201036,PROD_F,6,99.69,2025-01-20T00:59:36Z,cliente190@email.com,shipped
ORD202501201037,PROD_D,7,65.04,2025-01-20T03:32:02Z,cliente331@email.com,completed
ORD202501201038,PROD_I,1,148.26,2025-01-20T17:12:03Z,cliente937@email.com,shipped
ORD202501201039,PROD_A,11,14.32,2025-01-20T09:18:27Z,cliente709@email.com,completed
ORD202501201040,PROD_F,2,87.86,2025-01-20T03:30:07Z,cliente767@email.com,pending
ORD202501201041,PROD_C,14,48.33,2025-01-20T17:39:46Z,cliente409@email.com,completed
ORD202501201042,PROD_B,14,29.52,2025-01-20T18:34:02Z,cliente311@email.com,pending
ORD202501201043,PROD_A,16,16.31,2025-01-20T01:19:16Z,cliente374@email.com,pending
ORD202501201044,PROD_I,14,138.49,2025-01-20T18:38:42Z,cliente579@email.com,completed
ORD202501201045,PROD_A,7,14.68,2025-01-20T11:27:59Z,cliente428@email.com,completed
ORD202501201046,PROD_H,7,113.54,2025-01-20T12:59:26Z,cliente850@email.com,completed
ORD202501201047,PROD_G,17,118.30,2025-01-20T10:27:51Z,cliente429@email.com,completed
ORD202501201048,PROD_C,18,44.09,2025-01-20T14:08:49Z,cliente14@email.com,completed
ORD202501201049,PROD_J,17,167.42,2025-01-20T06:55:46Z,cliente442@email.com,completed
ORD202501201050,PROD_C,8,43.37,2025-01-20T11:00:14Z,cliente585@email.com,completed
ORD202501201051,PROD_A,7,14.94,2025-01-20T23:35:11Z,cliente51@email.com,completed
ORD202501201052,PROD_G,11,111.98,2025-01-20T19:40:08Z,cliente39@email.com,completed
ORD202501201053,PROD_E,19,84.46,2025-01-20T13:24:12Z,cliente982@email.com,completed
ORD202501201054,PROD_I,9,151.16,2025-01-20T10:35:59Z,cliente336@email.com,shipped
ORD202501201055,PROD_J,17,168.64,2025-01-20T19:43:37Z,cliente734@email.com,completed
ORD202501201056,PROD_A,19,16.70,2025-01-20T13:10:17Z,cliente935@email.com,completed
ORD202501201057,PROD_D,18,56.16,2025-01-20T04:05:19Z,cliente386@email.com,completed
ORD202501201058,PROD_B,12,30.65,2025-01-20T20:56:49Z,cliente324@email.com,shipped
ORD202501201059,PROD_C,18,,2025-01-20T19:34:56Z,cliente225@email.com,completed
ORD202501201060,PROD_J,5,155.86,2025-01-20T15:51:13Z,cliente247@email.com,completed
ORD202501201061,PROD_A,16,15.56,2025-01-20T15:58:04Z,cliente720@email.com,canceled
ORD202501201062,PROD_H,3,129.67,2025-01-20T04:22:30Z,cliente590@email.com,pending
ORD202501201063,PROD_J,10,140.93,2025-01-20T21:18:30Z,cliente36@email.com,completed
ORD202501201064,PROD_I,7,145.70,2025-01-20T19:43:04Z,cliente38@email.com,completed
ORD202501201065,PROD_G,4,108.92,2025-01-20T22:02:45Z,cliente359@email.com,completed
ORD202501201066,PROD_F,5,100.86,2025-01-20T19:19:57Z,cliente844@email.com,completed
ORD202501201067,PROD_H,11,114.83,2025-01-20T22:42:02Z,cliente581@email.com,pending
ORD202501201068,PROD_G,8,116.35,2025-01-20T17:40:34Z,cliente540@email.com,completed
ORD202501201069,PROD_E,19,77.34,2025-01-20T19:58:27Z,cliente46@email.com,completed
ORD202501201070,PROD_F,16,84.52,2025-01-20T16:50:14Z,cliente119@email.com,completed
ORD202501201071,PROD_D,7,57.54,2025-01-20T11:26:13Z,cliente312@email.com,canceled
ORD202501201072,PROD_F,4,97.06,2025-01-20T22:53:12Z,cliente987@email.com,completed
ORD202501201073,PROD_H,20,127.56,2025-01-20T23:34:08Z,cliente93@email.com,completed
ORD202501201074,PROD_C,12,49.37,2025-01-20T05:12:27Z,cliente330@email.com,completed
ORD202501201075,PROD_A,19,16.81,2025-01-20T00:14:00Z,cliente227@email.com,completed
ORD202501201076,PROD_B,3,33.81,2025-01-20T20:38:26Z,cliente268@email.com,completed
ORD202501201077,PROD_G,11,102.81,2025-01-20T05:06:19Z,cliente757@email.com,completed
ORD202501201078,PROD_D,10,62.50,2025-01-20T08:25:35Z,cliente300@email.com,completed
ORD202501201079,PROD_C,20,47.47,2025-01-20T10:45:21Z,cliente555@email.com,completed
ORD202501201080,PROD_I,10,151.68,2025-01-20T12:45:52Z,cliente265@email.com,completed
ORD202501201081,PROD_E,13,77.81,2025-01-20T04:37:34Z,cliente691@email.com,completed
ORD202501201082,PROD_J,10,143.96,2025-01-20T07:47:47Z,cliente347@email.com,completed
ORD202501201083,PROD_F,3,91.78,2025-01-20T03:17:15Z,cliente298@email.com,completed
ORD202501201084,PROD_A,11,16.24,2025-01-20T13:05:24Z,cliente374@email.com,pending
