order_id,product_id,quantity,unit_price_brl,order_timestamp,customer_email,status
ORD202501051000,PROD_A,17,15.86,2025-01-05T12:12:04Z,cliente954@email.com,completed
ORD202501051001,PROD_J,12,140.63,2025-01-05T04:18:22Z,cliente729@email.com,completed
ORD202501051002,PROD_J,18,153.26,2025-01-05T09:02:56Z,cliente431@email.com,completed
ORD202501051003,PROD_B,6,32.82,2025-01-05T23:17:34Z,cliente464@email.com,pending
ORD202501051004,PROD_D,9,60.70,2025-01-05T10:42:35Z,cliente367@email.com,completed
ORD202501051005,PROD_G,17,104.13,2025-01-05T06:18:52Z,cliente306@email.com,completed
ORD202501051006,PROD_J,9,151.94,2025-01-05T19:29:22Z,cliente77@email.com,completed
ORD202501051007,PROD_I,3,152.30,2025-01-05T13:49:12Z,cliente312@email.com,completed
ORD202501051008,PROD_F,11,88.83,2025-01-05T17:07:08Z,cliente785@email.com,completed
ORD202501051009,PROD_E,17,84.55,2025-01-05T14:06:21Z,cliente907@email.com,shipped
ORD202501051010,PROD_B,20,31.55,2025-01-05T04:47:16Z,cliente784@email.com,completed
ORD202501051011,PROD_H,10,112.54,2025-01-05T02:05:46Z,cliente938@email.com,canceled
ORD202501051012,PROD_G,12,113.57,2025-01-05T00:33:34Z,cliente377@email.com,completed
ORD202501051013,PROD_E,16,73.32,2025-01-05T18:11:26Z,cliente234@email.com,completed
ORD202501051014,PROD_I,15,144.27,2025-01-05T23:54:00Z,cliente148@email.com,completed
ORD202501051015,PROD_B,7,29.56,2025-01-05T14:23:38Z,cliente860@email.com,completed
ORD202501051016,PROD_C,11,46.43,2025-01-05T13:18:18Z,cliente795@email.com,completed
ORD202501051017,PROD_A,7,15.52,2025-01-05T18:54:53Z,cliente419@email.com,completed
ORD202501051018,PROD_I,1,149.79,2025-01-05T21:10:36Z,cliente213@email.com,completed
ORD202501051019,PROD_H,19,112.47,2025-01-05T19:48:06Z,cliente752@email.com,completed
ORD202501051020,PROD_A,12,15.72,2025-01-05T23:26:45Z,cliente300@email.com,completed
