order_id,product_id,quantity,unit_price_brl,order_timestamp,customer_email,status
ORD202401281000,PROD_I,14,131.55,2024-01-28T12:22:22Z,cliente197@email.com,completed
ORD202401281001,PROD_B,7,29.53,2024-01-28T18:52:02Z,cliente104@email.com,completed
ORD202401281002,PROD_G,15,116.12,2024-01-28T04:06:30Z,cliente17@email.com,completed
ORD202401281003,PROD_I,11,138.80,2024-01-28T18:08:56Z,cliente905@email.com,completed
ORD202401281004,PROD_I,4,138.50,2024-01-28T02:03:01Z,cliente508@email.com,completed
ORD202401281005,PROD_C,2,48.92,2024-01-28T23:21:30Z,cliente181@email.com,pending
ORD202401281006,PROD_D,12,60.47,2024-01-28T20:55:32Z,cliente530@email.com,completed
ORD202401281007,PROD_I,11,126.08,2024-01-28T15:03:21Z,cliente242@email.com,completed
ORD202401281008,PROD_A,12,14.89,2024-01-28T04:38:28Z,cliente588@email.com,completed
ORD202401281009,PROD_F,9,94.64,2024-01-28T03:20:46Z,cliente148@email.com,completed
ORD202401281010,PROD_A,20,14.13,2024-01-28T12:16:58Z,cliente368@email.com,completed
ORD202401281011,PROD_D,19,58.03,2024-01-28T19:07:52Z,cliente151@email.com,pending
ORD202401281012,PROD_A,20,17.05,2024-01-28T06:41:14Z,cliente781@email.com,completed
ORD202401281013,PROD_B,10,32.96,2024-01-28T06:45:18Z,cliente349@email.com,completed
ORD202401281014,PROD_G,3,103.48,2024-01-28T04:37:05Z,cliente851@email.com,completed
ORD202401281015,PROD_C,2,48.16,2024-01-28T01:55:43Z,cliente128@email.com,completed
ORD202401281016,PROD_A,14,14.85,2024-01-28T23:43:35Z,cliente424@email.com,completed
ORD202401281017,PROD_D,1,58.55,2024-01-28T04:52:16Z,cliente115@email.com,canceled
ORD202401281018,PROD_J,13,144.09,2024-01-28T05:09:21Z,cliente81@email.com,completed
ORD202401281019,PROD_B,11,32.12,2024-01-28T21:47:54Z,cliente107@email.com,completed
ORD202401281020,PROD_B,9,29.61,2024-01-28T02:03:04Z,cliente20@email.com,completed
ORD202401281021,PROD_E,1,82.68,2024-01-28T06:39:36Z,cliente960@email.com,completed
ORD202401281022,PROD_B,18,29.86,2024-01-28T21:55:19Z,cliente104@email.com,completed
ORD202401281023,PROD_B,11,29.34,2024-01-28T06:25:17Z,cliente901@email.com,completed
ORD202401281024,PROD_A,12,15.91,2024-01-28T05:58:12Z,cliente718@email.com,completed
ORD202401281025,PROD_D,9,58.60,2024-01-28T11:09:53Z,cliente402@email.com,completed
ORD202401281026,PROD_A,11,16.97,2024-01-28T03:01:47Z,cliente337@email.com,canceled
ORD202401281027,PROD_J,12,159.51,2024-01-28T00:03:53Z,cliente774@email.com,completed
ORD202401281028,PROD_B,19,28.82,2024-01-28T16:11:03Z,cliente609@email.com,completed
ORD202401281029,PROD_H,10,125.15,2024-01-28T21:59:45Z,cliente983@email.com,completed
ORD202401281030,PROD_H,20,130.64,2024-01-28T03:09:35Z,cliente683@email.com,completed
ORD202401281031,PROD_A,3,16.20,2024-01-28T04:23:58Z,cliente81@email.com,completed
ORD202401281032,PROD_G,3,98.01,2024-01-28T03:03:07Z,cliente114@email.com,completed
ORD202401281033,PROD_D,13,57.85,2024-01-28T06:12:58Z,cliente545@email.com,completed
ORD202401281034,PROD_J,11,170.29,2024-01-28T11:37:22Z,cliente546@email.com,completed
ORD202401281035,PROD_F,10,93.75,2024-01-28T02:00:39Z,cliente815@email.com,completed
ORD202401281036,PROD_H,15,116.45,2024-01-28T07:41:53Z,cliente541@email.com,completed
ORD202401281037,PROD_D,17,59.89,2024-01-28T21:59:31Z,cliente890@email.com,completed
ORD202401281038,PROD_E,18,81.51,2024-01-28T01:38:25Z,cliente194@email.com,pending
ORD202401281039,PROD_D,7,56.71,2024-01-28T08:42:33Z,cliente440@email.com,completed
ORD202401281040,PROD_B,17,29.55,2024-01-28T20:56:36Z,cliente846@email.com,completed
ORD202401281041,PROD_F,3,97.77,2024-01-28T13:04:49Z,cliente960@email.com,completed
ORD202401281042,PROD_D,17,61.25,2024-01-28T02:51:08Z,cliente602@email.com,completed
ORD202401281043,PROD_J,10,144.18,2024-01-28T10:54:40Z,cliente674@email.com,completed
ORD202401281044,PROD_J,18,168.75,2024-01-28T12:17:43Z,cliente347@email.com,completed
ORD202401281045,PROD_E,15,73.79,2024-01-28T05:28:35Z,cliente254@email.com,completed
ORD202401281046,PROD_B,19,31.86,2024-01-28T03:18:21Z,cliente132@email.com,completed
ORD202401281047,PROD_J,4,142.10,2024-01-28T01:29:50Z,cliente894@email.com,completed
ORD202401281048,PROD_H,16,136.13,2024-01-28T17:19:39Z,cliente788@email.com,completed
ORD202401281049,PROD_G,9,110.35,2024-01-28T23:05:03Z,cliente334@email.com,completed
ORD202401281050,PROD_C,16,0.00,2024-01-28T12:22:40Z,cliente880@email.com,completed
ORD202401281051,PROD_D,16,58.58,2024-01-28T03:18:16Z,cliente623@email.com,completed
ORD202401281052,PROD_G,5,107.10,2024-01-28T05:45:39Z,cliente591@email.com,completed
ORD202401281053,PROD_C,11,44.88,2024-01-28T01:22:41Z,cliente0@email.com,completed
ORD202401281054,PROD_F,7,91.96,2024-01-28T00:53:09Z,cliente667@email.com,pending
ORD202401281055,PROD_G,3,112.26,2024-01-28T19:50:50Z,cliente65@email.com,shipped
ORD202401281056,PROD_F,12,98.10,2024-01-28T07:46:50Z,cliente927@email.com,completed
ORD202401281057,PROD_H,12,130.54,2024-01-28T15:59:58Z,cliente687@email.com,completed
ORD202401281058,PROD_I,6,130.29,2024-01-28T22:28:01Z,cliente745@email.com,completed
ORD202401281059,PROD_F,5,101.91,2024-01-28T06:00:07Z,cliente855@email.com,completed
ORD202401281060,PROD_A,6,15.57,2024-01-28T05:45:40Z,cliente895@email.com,completed
ORD202401281061,PROD_F,6,101.71,2024-01-28T02:09:53Z,cliente556@email.com,completed
ORD202401281062,PROD_B,16,33.71,2024-01-28T01:15:35Z,cliente408@email.com,completed
ORD202401281063,PROD_C,13,49.84,2024-01-28T11:33:02Z,cliente785@email.com,shipped
ORD202401281064,PROD_I,13,151.52,2024-01-28T16:47:04Z,cliente384@email.com,completed
ORD202401281065,PROD_A,11,15.80,2024-01-28T02:34:51Z,cliente620@email.com,shipped
ORD202401281066,PROD_I,2,147.66,2024-01-28T07:58:25Z,cliente239@email.com,completed
ORD202401281067,PROD_D,5,63.18,2024-01-28T11:28:32Z,cliente173@email.com,completed
ORD202401281068,PROD_J,16,151.73,2024-01-28T19:20:14Z,cliente432@email.com,completed
