order_id,product_id,quantity,unit_price_brl,order_timestamp,customer_email,status
ORD202401141000,PROD_D,20,62.05,2024-01-14T16:32:32Z,cliente861@email.com,completed
ORD202401141001,PROD_C,3,50.64,2024-01-14T19:40:19Z,cliente409@email.com,completed
ORD202401141002,PROD_B,3,33.29,2024-01-14T03:30:22Z,cliente943@email.com,completed
ORD202401141003,PROD_H,4,113.00,2024-01-14T02:05:17Z,cliente727@email.com,completed
ORD202401141004,PROD_G,9,117.11,2024-01-14T23:04:31Z,cliente553@email.com,completed
ORD202401141005,PROD_E,18,81.76,2024-01-14T23:52:45Z,cliente729@email.com,completed
ORD202401141006,PROD_F,6,86.10,2024-01-14T19:03:17Z,cliente536@email.com,completed
ORD202401141007,PROD_G,11,115.16,2024-01-14T19:27:34Z,cliente278@email.com,completed
ORD202401141008,PROD_B,10,30.30,2024-01-14T08:08:54Z,cliente448@email.com,completed
ORD202401141009,PROD_J,5,153.06,2024-01-14T22:34:10Z,cliente285@email.com,completed
ORD202401141010,PROD_G,6,106.01,2024-01-14T08:13:45Z,cliente413@email.com,completed
ORD202401141011,PROD_H,14,126.40,2024-01-14T05:47:29Z,cliente42@email.com,completed
ORD202401141012,PROD_A,11,15.01,2024-01-14T11:36:00Z,cliente557@email.com,completed
ORD202401141013,PROD_E,-2,81.40,2024-01-14T05:15:27Z,cliente379@email.com,completed
ORD202401141014,PROD_E,14,73.14,2024-01-14T16:14:32Z,cliente816@email.com,pending
ORD202401141015,PROD_B,14,29.20,2024-01-14T01:13:22Z,cliente14@email.com,completed
ORD202401141016,PROD_C,3,48.38,2024-01-14T15:37:38Z,cliente198@email.com,completed
ORD202401141017,PROD_F,3,83.80,2024-01-14T01:21:22Z,cliente156@email.com,completed
ORD202401141018,PROD_F,12,95.31,2024-01-14T19:32:38Z,cliente604@email.com,completed
ORD202401141019,PROD_F,19,90.12,2024-01-14T00:44:47Z,cliente175@email.com,completed
ORD202401141020,PROD_D,6,57.56,2024-01-14T18:47:18Z,cliente352@email.com,completed
ORD202401141021,PROD_G,8,110.86,2024-01-14T14:15:46Z,cliente215@email.com,completed
ORD202401141022,PROD_B,19,31.04,2024-01-14T18:21:39Z,cliente361@email.com,canceled
ORD202401141023,PROD_E,3,72.87,2024-01-14T22:01:40Z,cliente893@email.com,shipped
ORD202401141024,PROD_B,2,28.29,2024-01-14T09:12:14Z,cliente578@email.com,completed
ORD202401141025,PROD_G,12,107.47,2024-01-14T05:25:10Z,cliente427@email.com,completed
ORD202401141026,PROD_A,5,15.69,2024-01-14T17:19:32Z,cliente858@email.com,completed
ORD202401141027,PROD_G,11,117.97,2024-01-14T17:31:57Z,cliente296@email.com,completed
ORD202401141028,PROD_H,12,119.21,2024-01-14T13:07:36Z,cliente180@email.com,completed
ORD202401141029,PROD_E,14,72.57,2024-01-14T18:06:00Z,cliente550@email.com,completed
ORD202401141030,PROD_G,14,103.07,2024-01-14T05:38:25Z,cliente551@email.com,completed
ORD202401141031,PROD_H,14,130.80,2024-01-14T06:31:56Z,cliente998@email.com,completed
ORD202401141032,PROD_F,19,96.92,2024-01-14T17:09:43Z,cliente548@email.com,completed
ORD202401141033,PROD_B,1,,2024-01-14T09:09:23Z,cliente203@email.com,completed
ORD202401141034,PROD_G,15,101.47,2024-01-14T21:00:24Z,cliente920@email.com,canceled
ORD202401141035,PROD_G,10,104.33,2024-01-14T14:07:39Z,cliente775@email.com,pending
ORD202401141036,PROD_I,16,136.75,2024-01-14T07:50:20Z,cliente510@email.com,completed
ORD202401141037,PROD_J,10,164.30,2024-01-14T01:15:50Z,cliente105@email.com,completed
ORD202401141038,PROD_G,9,102.34,2024-01-14T03:06:53Z,cliente189@email.com,shipped
ORD202401141039,PROD_D,2,61.15,2024-01-14T12:45:43Z,cliente813@email.com,completed
ORD202401141040,PROD_I,14,126.77,2024-01-14T17:49:50Z,cliente609@email.com,canceled
ORD202401141041,PROD_I,7,133.02,2024-01-14T13:36:23Z,cliente417@email.com,completed
ORD202401141042,PROD_G,11,112.21,2024-01-14T12:14:32Z,cliente921@email.com,shipped
ORD202401141043,PROD_B,11,33.88,2024-01-14T11:31:56Z,cliente269@email.com,pending
ORD202401141044,PROD_C,9,50.28,2024-01-14T20:13:27Z,cliente23@email.com,completed
ORD202401141045,PROD_I,13,127.45,2024-01-14T07:33:04Z,cliente799@email.com,pending
ORD202401141046,PROD_B,3,31.42,2024-01-14T08:57:30Z,cliente556@email.com,completed
ORD202401141047,PROD_H,2,130.91,2024-01-14T01:12:42Z,cliente58@email.com,completed
ORD202401141048,PROD_E,15,84.10,2024-01-14T03:50:46Z,cliente735@email.com,completed
ORD202401141049,PROD_B,11,30.95,2024-01-14T06:02:14Z,cliente17@email.com,completed
ORD202401141050,PROD_I,10,140.32,2024-01-14T19:13:02Z,cliente965@email.com,canceled
ORD202401141051,PROD_D,10,59.67,2024-01-14T18:13:00Z,cliente541@email.com,completed
ORD202401141052,PROD_J,19,170.46,2024-01-14T01:21:53Z,cliente930@email.com,completed
ORD202401141053,PROD_B,3,32.57,2024-01-14T05:59:39Z,cliente924@email.com,completed
ORD202401141054,PROD_I,8,138.37,2024-01-14T16:45:25Z,cliente555@email.com,completed
ORD202401141055,PROD_A,6,14.34,2024-01-14T14:27:45Z,cliente692@email.com,completed
ORD202401141056,PROD_B,6,30.81,2024-01-14T07:57:04Z,cliente50@email.com,completed
ORD202401141057,PROD_C,1,50.23,2024-01-14T21:32:37Z,cliente596@email.com,completed
ORD202401141058,PROD_E,4,80.78,2024-01-14T02:27:41Z,cliente837@email.com,completed
ORD202401141059,PROD_B,13,30.90,2024-01-14T03:51:09Z,cliente244@email.com,completed
ORD202401141060,PROD_D,13,59.79,2024-01-14T11:08:45Z,cliente834@email.com,completed
ORD202401141061,PROD_B,7,32.56,2024-01-14T16:54:13Z,cliente104@email.com,completed
ORD202401141062,PROD_A,3,14.07,2024-01-14T09:17:11Z,cliente419@email.com,completed
ORD202401141063,PROD_A,20,15.78,2024-01-14T16:21:13Z,cliente420@email.com,completed
ORD202401141064,PROD_B,12,32.05,2024-01-14T22:34:05Z,cliente258@email.com,completed
ORD202401141065,PROD_I,3,135.40,2024-01-14T12:40:38Z,cliente980@email.com,completed
